Firm_ID,Year,E_Score,Revenue
MFG0221,2022,81.81,207.36
MFG0235,2021,78.39,219.84
MFG0331,2019,94.01,-73.19
MFG0146,2019,70.51,262.05
MFG0239,2023,83.15,303.38
MFG0076,2023,81.81,257.82
MFG0009,2023,76.88,319.81
MFG0074,2022,77.29,396.52
MFG0442,2023,77.06,405.95
MFG0492,2019,64.21,397.76
MFG0401,2023,76.41,238.46
MFG0253,2020,80.23,207.12
MFG0230,2023,75.54,243.88
MFG0007,2022,51.74,360.32
MFG0174,2020,54.55,331.16
MFG0141,2019,63.0,223.79
MFG0168,2019,70.77,407.7
MFG0170,2021,63.59,189.14
MFG0393,2020,79.11,247.75
MFG0434,2021,85.11,320.91
MFG0283,2020,86.67,383.36
MFG0122,2020,75.7,415.83
MFG0194,2022,83.93,330.47
MFG0005,2021,65.81,176.28
MFG0029,2022,70.33,405.88
MFG0165,2020,59.16,195.83
MFG0422,2019,85.28,252.05
MFG0339,2020,93.63,201.5
MFG0136,2022,68.17,290.92
MFG0496,2021,48.13,197.93
MFG0365,2021,61.49,347.22
MFG0321,2022,64.85,341.52
MFG0342,2021,57.41,375.38
MFG0145,2023,60.67,328.51
MFG0327,2019,74.25,322.35
MFG0217,2019,79.26,201.95
MFG0301,2019,49.29,232.2
MFG0132,2021,66.15,289.86
MFG0292,2021,72.41,298.24
MFG0070,2020,60.27,266.61
MFG0252,2020,74.6,355.66
MFG0415,2019,70.7,531.68
MFG0275,2023,67.07,340.48
MFG0445,2020,62.49,232.94
MFG0364,2020,75.01,378.14
MFG0182,2021,63.6,237.65
MFG0167,2023,52.94,335.41
MFG0091,2019,72.24,347.43
MFG0202,2020,58.37,323.1
MFG0346,2023,53.89,240.64
MFG0019,2023,73.42,307.49
MFG0039,2019,70.21,249.72
MFG0126,2023,62.47,249.26
MFG0451,2023,74.52,135.01
MFG0173,2023,76.66,287.7
MFG0141,2020,74.64,516.5
MFG0242,2019,74.24,49.75
MFG0220,2023,54.34,77.58
MFG0126,2023,86.23,305.75
MFG0058,2020,78.13,375.05
MFG0148,2019,61.54,165.51
MFG0476,2021,71.87,321.61
MFG0456,2020,73.96,283.85
MFG0317,2019,71.57,239.76
MFG0383,2023,91.72,338.13
MFG0361,2019,50.6,199.25
MFG0423,2019,55.76,401.78
MFG0001,2019,46.71,108.71
MFG0387,2021,72.88,291.76
MFG0461,2019,77.98,310.74
MFG0348,2021,75.98,283.36
MFG0190,2023,68.82,248.72
MFG0191,2021,76.47,362.89
MFG0369,2023,68.74,259.17
MFG0409,2023,80.15,148.22
MFG0312,2021,84.18,231.66
MFG0417,2020,61.76,309.56
MFG0422,2022,68.84,245.23
MFG0117,2019,70.62,267.52
MFG0134,2022,87.68,377.32
MFG0058,2019,63.05,240.31
MFG0044,2019,84.07,290.49
MFG0173,2023,55.87,280.45
MFG0160,2019,85.68,407.45
MFG0173,2019,81.37,304.87
MFG0317,2021,70.29,380.12
MFG0303,2022,82.08,228.03
MFG0149,2021,66.49,475.3
MFG0080,2019,61.85,383.06
MFG0374,2023,90.77,465.8
MFG0213,2021,66.05,319.94
MFG0203,2021,79.45,239.42
MFG0252,2020,84.2,277.21
MFG0229,2019,80.87,320.96
MFG0164,2023,78.59,319.65
MFG0227,2021,79.48,259.09
MFG0147,2021,83.63,298.6
MFG0020,2023,75.49,325.46
MFG0441,2019,71.56,218.56
MFG0402,2020,56.94,263.17
MFG0047,2021,75.5,433.76
MFG0233,2020,83.31,420.04
MFG0305,2022,59.89,220.61
MFG0014,2019,69.48,489.38
MFG0143,2022,76.68,220.36
MFG0415,2022,88.64,340.7
MFG0001,2022,59.26,432.87
MFG0373,2019,80.73,220.28
MFG0054,2019,68.06,187.22
MFG0374,2023,64.59,349.06
MFG0259,2020,61.9,292.86
MFG0144,2020,64.79,265.31
MFG0471,2023,77.49,164.47
MFG0441,2023,69.49,431.72
MFG0459,2022,79.86,325.16
MFG0012,2023,59.66,368.76
MFG0330,2021,79.67,416.51
MFG0224,2020,76.77,126.23
MFG0272,2023,55.41,317.9
MFG0456,2021,88.57,148.4
MFG0358,2021,75.74,375.07
MFG0460,2021,80.42,434.65
MFG0408,2021,84.72,291.07
MFG0156,2022,82.65,293.09
MFG0373,2021,70.61,357.43
MFG0008,2022,79.98,347.59
MFG0122,2022,52.09,277.89
MFG0348,2021,76.33,370.74
MFG0164,2020,91.06,276.44
MFG0090,2021,64.35,330.63
MFG0136,2021,82.07,174.6
MFG0186,2021,91.5,415.13
MFG0316,2020,79.58,212.78
MFG0178,2019,83.28,331.67
MFG0028,2019,54.74,187.31
MFG0220,2022,61.72,255.66
MFG0357,2022,87.73,248.38
MFG0041,2020,82.56,352.22
MFG0228,2023,77.46,447.81
MFG0192,2019,69.09,223.64
MFG0411,2022,75.13,208.77
MFG0447,2019,91.12,403.98
MFG0145,2020,70.88,228.64
MFG0201,2020,79.69,532.06
MFG0417,2023,79.4,193.95
MFG0212,2023,64.68,372.6
MFG0461,2020,65.52,146.34
MFG0220,2022,88.8,198.3
MFG0240,2019,78.27,202.02
MFG0413,2021,64.52,240.23
MFG0397,2023,68.58,382.82
MFG0046,2021,61.16,296.12
MFG0035,2022,83.73,414.17
MFG0253,2023,69.23,380.69
MFG0390,2021,69.38,200.84
MFG0082,2022,81.25,289.3
MFG0371,2019,53.53,422.37
MFG0256,2022,71.59,214.56
MFG0197,2023,71.88,357.42
MFG0303,2020,68.86,227.49
MFG0409,2019,65.96,204.74
MFG0450,2021,64.19,270.2
MFG0010,2023,75.11,189.1
MFG0312,2020,60.89,424.28
MFG0286,2022,73.77,17.43
MFG0242,2020,65.92,352.02
MFG0251,2023,66.65,351.55
MFG0365,2023,74.17,254.29
MFG0005,2020,66.53,99.88
MFG0119,2022,85.94,345.5
MFG0289,2020,70.46,255.29
MFG0374,2023,83.51,237.65
MFG0065,2023,63.62,419.1
MFG0146,2021,63.37,446.76
MFG0224,2021,53.71,249.12
MFG0239,2019,66.59,222.54
MFG0177,2023,69.44,24.57
MFG0267,2021,72.85,140.06
MFG0341,2020,79.67,221.56
MFG0282,2022,78.87,407.54
MFG0063,2020,84.49,345.19
MFG0217,2022,62.24,405.81
MFG0342,2021,72.34,369.43
MFG0315,2019,61.0,300.08
MFG0283,2020,76.56,309.51
MFG0177,2020,91.85,353.79
MFG0461,2020,58.84,277.68
MFG0417,2022,79.56,331.71
MFG0098,2021,83.54,336.18
MFG0105,2020,62.18,324.33
MFG0099,2020,76.8,243.29
MFG0385,2019,68.04,433.85
MFG0405,2019,70.67,432.47
MFG0496,2021,67.68,173.64
MFG0311,2021,69.53,98.02
MFG0006,2023,84.71,255.86
MFG0476,2019,71.13,219.96
MFG0465,2023,65.38,135.36
MFG0197,2022,72.76,262.38
MFG0351,2023,48.66,442.71
MFG0133,2020,63.01,345.72
MFG0358,2023,85.73,381.91
MFG0259,2021,70.4,432.27
MFG0437,2022,66.74,377.13
MFG0023,2020,73.9,283.47
MFG0485,2023,80.1,416.83
MFG0053,2022,86.62,220.11
MFG0165,2022,67.04,148.07
MFG0202,2020,67.29,439.92
MFG0458,2023,69.55,453.77
MFG0083,2022,83.32,259.15
MFG0145,2022,72.63,246.56
MFG0085,2019,95.82,355.84
MFG0078,2022,70.23,190.37
MFG0457,2019,91.4,275.98
MFG0366,2023,62.18,323.46
MFG0001,2023,56.71,230.88
MFG0051,2023,70.88,409.94
MFG0173,2021,84.53,325.72
MFG0205,2023,66.75,286.37
MFG0260,2022,65.22,398.26
MFG0446,2020,83.28,315.15
MFG0449,2019,79.76,228.49
MFG0369,2021,63.28,426.47
MFG0488,2023,62.64,297.42
MFG0288,2023,81.12,-32.34
MFG0034,2020,54.05,328.06
MFG0348,2020,83.87,108.08
MFG0095,2021,79.61,508.85
MFG0072,2019,46.91,336.23
MFG0039,2023,72.17,336.23
MFG0154,2021,50.23,375.24
MFG0250,2022,58.74,121.7
MFG0162,2022,66.47,339.77
MFG0438,2021,58.05,198.5
MFG0118,2023,96.4,259.21
MFG0259,2021,81.5,343.59
MFG0379,2023,87.04,244.58
MFG0306,2020,70.46,107.96
MFG0268,2021,72.34,347.93
MFG0449,2023,89.39,371.49
MFG0054,2021,76.77,189.5
MFG0236,2021,78.73,221.25
MFG0389,2023,61.98,280.25
MFG0478,2023,61.93,492.15
MFG0222,2019,74.87,473.13
MFG0251,2021,76.1,408.92
MFG0313,2022,61.03,507.57
MFG0401,2021,75.94,407.73
MFG0112,2021,58.56,327.26
MFG0255,2023,72.15,189.39
MFG0303,2021,56.19,127.03
MFG0407,2021,86.61,251.05
MFG0207,2022,68.58,319.11
MFG0229,2023,64.37,530.28
MFG0341,2021,59.4,277.4
MFG0398,2020,58.34,315.28
MFG0066,2019,76.8,334.51
MFG0075,2022,83.04,320.58
MFG0435,2021,81.94,477.78
MFG0103,2020,87.36,432.79
MFG0422,2021,91.23,300.52
MFG0192,2021,82.54,237.58
MFG0252,2023,66.47,243.72
MFG0226,2023,73.86,303.28
MFG0294,2023,47.17,228.92
MFG0306,2020,79.01,390.55
MFG0098,2021,73.64,232.43
MFG0338,2019,89.55,455.54
MFG0286,2022,63.82,369.02
MFG0335,2023,77.67,169.36
MFG0347,2023,60.96,447.27
MFG0435,2021,70.79,167.7
MFG0447,2021,54.01,460.6
MFG0482,2020,86.92,374.43
MFG0308,2020,83.58,524.2
MFG0249,2023,66.8,46.3
MFG0166,2021,74.88,314.19
MFG0481,2019,72.42,297.42
MFG0472,2022,65.26,238.11
MFG0335,2021,73.36,398.95
MFG0030,2021,67.13,267.93
MFG0247,2020,82.78,444.09
MFG0106,2022,69.68,206.97
MFG0051,2023,98.3,108.32
MFG0081,2021,71.14,225.41
MFG0133,2023,73.24,357.34
MFG0285,2021,77.81,400.19
MFG0388,2023,81.21,204.36
MFG0138,2022,72.86,352.09
MFG0184,2020,77.57,335.14
MFG0401,2022,74.01,320.73
MFG0330,2019,63.44,474.8
MFG0273,2020,60.47,271.33
MFG0340,2022,79.69,206.21
MFG0472,2019,88.69,307.58
MFG0069,2021,54.06,283.75
MFG0034,2021,56.22,390.39
MFG0262,2023,56.11,300.78
MFG0053,2020,80.53,325.32
MFG0450,2021,81.44,271.34
MFG0205,2020,61.26,71.44
MFG0126,2021,96.26,318.21
MFG0235,2023,67.77,418.11
MFG0043,2022,87.79,358.39
MFG0240,2023,80.89,148.53
MFG0459,2019,61.46,266.15
MFG0371,2021,67.4,275.07
MFG0111,2019,62.4,355.42
MFG0249,2019,57.21,314.4
MFG0151,2020,69.21,-1.15
MFG0183,2021,58.82,197.08
MFG0336,2019,70.08,263.65
MFG0095,2022,93.26,234.96
MFG0459,2019,79.66,279.72
MFG0374,2022,65.87,252.48
MFG0400,2020,64.97,276.13
MFG0008,2019,67.59,378.92
MFG0388,2023,94.78,416.39
MFG0360,2020,60.03,284.02
MFG0388,2022,71.98,358.54
MFG0184,2020,77.12,341.93
MFG0281,2019,85.37,436.99
MFG0195,2021,68.34,367.13
MFG0352,2021,61.41,506.64
MFG0195,2022,75.18,369.77
MFG0155,2022,86.46,138.22
MFG0093,2021,69.0,434.34
MFG0160,2022,62.77,392.01
MFG0434,2020,73.21,389.87
MFG0061,2023,54.14,168.84
MFG0122,2023,69.59,409.39
MFG0051,2020,84.96,398.77
MFG0403,2023,81.62,160.07
MFG0277,2019,70.42,370.88
MFG0005,2020,90.25,329.28
MFG0466,2022,93.01,300.93
MFG0092,2020,79.3,291.62
MFG0170,2021,55.85,109.56
MFG0317,2022,51.32,293.13
MFG0022,2021,87.22,377.61
MFG0405,2022,74.69,217.6
MFG0326,2023,89.99,294.32
MFG0001,2020,57.27,249.16
MFG0133,2019,70.23,257.1
MFG0233,2022,83.32,116.32
MFG0012,2022,63.97,366.05
MFG0346,2021,83.16,301.93
MFG0046,2023,70.65,218.28
MFG0034,2021,72.31,419.74
MFG0433,2021,58.98,385.66
MFG0078,2023,74.77,293.32
MFG0218,2019,96.12,424.97
MFG0301,2021,76.27,458.32
MFG0411,2021,63.29,205.94
MFG0073,2022,87.35,188.48
MFG0282,2023,63.62,76.79
MFG0249,2020,90.93,229.13
MFG0047,2019,57.98,261.26
MFG0121,2019,75.0,136.88
MFG0214,2023,88.79,216.16
MFG0239,2022,62.46,373.96
MFG0056,2022,72.91,326.36
MFG0350,2023,84.73,223.99
MFG0107,2022,47.19,423.93
MFG0319,2019,82.2,165.28
MFG0048,2019,71.03,350.05
MFG0061,2020,87.86,276.79
MFG0337,2023,62.9,309.55
MFG0026,2021,56.75,330.07
MFG0292,2021,66.03,419.71
MFG0257,2020,65.8,370.94
MFG0008,2020,69.73,409.36
MFG0113,2022,66.85,198.23
MFG0355,2020,49.91,271.15
MFG0253,2020,70.96,205.37
MFG0180,2021,74.55,169.29
MFG0207,2022,69.87,390.36
MFG0303,2020,75.16,104.18
MFG0127,2020,72.93,241.61
MFG0056,2022,56.8,245.13
MFG0214,2023,68.69,278.77
MFG0014,2022,73.25,185.61
MFG0474,2021,69.39,226.28
MFG0028,2023,55.58,486.52
MFG0471,2019,85.45,273.84
MFG0078,2022,61.31,211.65
MFG0216,2021,58.34,323.55
MFG0386,2023,72.45,307.57
MFG0365,2022,68.53,492.49
MFG0154,2020,78.62,272.68
MFG0014,2022,81.6,348.7
MFG0187,2019,79.93,180.01
MFG0312,2022,71.98,228.13
MFG0371,2023,78.09,237.88
MFG0007,2023,54.84,151.76
MFG0003,2022,84.04,304.74
MFG0111,2023,67.55,325.17
MFG0407,2020,93.67,312.74
MFG0238,2022,84.37,138.89
MFG0363,2020,69.83,203.45
MFG0239,2020,72.24,260.54
MFG0493,2021,85.02,183.31
MFG0274,2022,47.14,95.93
MFG0294,2023,70.24,395.8
MFG0227,2020,90.72,451.02
MFG0371,2021,81.29,414.43
MFG0015,2022,62.79,329.2
MFG0192,2022,75.46,240.63
MFG0473,2019,61.26,516.79
MFG0119,2019,68.24,407.17
MFG0485,2020,75.67,217.81
MFG0028,2019,77.61,450.96
MFG0202,2020,80.02,316.53
MFG0039,2023,85.57,432.02
MFG0441,2020,58.87,459.4
MFG0273,2019,72.26,233.8
MFG0231,2023,62.65,286.54
MFG0086,2019,67.61,324.77
MFG0474,2020,63.7,309.26
MFG0126,2021,77.49,197.17
MFG0300,2022,83.58,311.21
MFG0025,2019,84.18,270.74
MFG0145,2020,59.84,272.36
MFG0013,2023,70.64,142.56
MFG0212,2019,59.54,276.71
MFG0025,2019,59.17,514.3
MFG0068,2022,64.72,345.58
MFG0394,2020,75.78,268.37
MFG0067,2021,77.71,353.82
MFG0233,2023,79.2,440.87
MFG0109,2020,78.52,228.09
MFG0146,2023,62.67,468.62
MFG0111,2019,85.01,193.16
MFG0228,2022,80.84,260.99
MFG0111,2022,67.46,252.29
MFG0470,2021,67.88,421.76
MFG0034,2022,64.77,189.37
MFG0111,2019,57.79,406.35
MFG0264,2021,79.33,281.55
MFG0424,2020,81.04,313.83
MFG0369,2022,61.81,418.55
MFG0236,2021,58.45,348.18
MFG0083,2019,61.7,427.73
MFG0042,2023,73.21,404.37
MFG0425,2023,56.8,561.95
MFG0101,2019,84.41,415.32
MFG0006,2019,83.75,312.29
MFG0180,2023,76.67,306.13
MFG0282,2021,80.91,473.57
MFG0320,2023,72.65,332.15
MFG0226,2019,77.12,352.79
MFG0443,2022,57.7,422.01
MFG0440,2020,87.3,269.8
MFG0315,2022,66.64,215.37
MFG0365,2022,70.58,362.15
MFG0454,2019,99.36,256.19
MFG0229,2023,69.58,457.03
MFG0377,2021,80.13,60.54
MFG0289,2022,77.66,255.38
MFG0437,2023,57.34,336.14
MFG0150,2021,61.0,243.06
MFG0277,2022,94.39,453.24
MFG0198,2021,78.37,334.01
MFG0070,2023,71.81,245.57
MFG0112,2020,66.11,337.64
MFG0004,2023,75.52,170.89
MFG0350,2019,76.57,365.15
MFG0331,2021,74.49,445.63
MFG0446,2020,83.76,298.33
MFG0318,2021,62.46,312.53
MFG0350,2021,60.99,200.2
MFG0095,2022,83.47,237.14
MFG0152,2019,95.24,418.24
MFG0311,2021,81.27,301.27
MFG0137,2023,86.28,535.96
MFG0247,2023,71.18,370.34
MFG0387,2022,74.93,198.59
MFG0243,2019,74.78,543.0
MFG0031,2019,71.39,169.11
MFG0040,2023,87.52,273.57
MFG0229,2020,84.27,329.34
MFG0036,2022,67.61,343.35
MFG0408,2022,53.9,250.1
MFG0223,2023,71.3,313.06
MFG0006,2023,59.3,445.36
MFG0322,2020,72.26,446.77
MFG0468,2020,60.17,494.34
MFG0220,2019,85.82,225.11
MFG0075,2022,79.53,341.36
MFG0004,2022,79.26,357.39
MFG0335,2023,83.79,129.33
MFG0134,2019,76.3,280.93
MFG0118,2022,78.01,367.18
MFG0369,2019,87.78,296.66
MFG0094,2019,70.52,243.05
MFG0486,2023,78.66,348.92
MFG0435,2019,60.42,432.58
MFG0062,2020,72.87,330.76
MFG0441,2020,96.85,94.95
MFG0194,2021,80.96,430.72
MFG0335,2023,71.05,182.36
MFG0203,2021,74.91,192.12
MFG0392,2020,71.77,335.38
MFG0026,2021,74.55,336.73
MFG0435,2023,67.61,244.28
MFG0173,2023,77.44,382.92
MFG0300,2019,77.83,307.19
MFG0133,2022,72.07,154.39
MFG0326,2019,73.54,207.71
MFG0410,2023,75.75,277.82
MFG0118,2020,66.2,311.41
MFG0324,2020,77.34,252.97
MFG0275,2019,80.58,122.29
MFG0212,2023,88.11,236.44
MFG0225,2020,75.5,372.51
MFG0020,2023,65.89,312.92
MFG0113,2020,70.87,398.85
MFG0140,2023,59.43,384.67
MFG0047,2021,80.0,133.01
MFG0001,2023,49.34,239.8
MFG0090,2023,83.27,374.96
MFG0142,2019,84.6,355.86
MFG0320,2021,39.76,355.32
MFG0038,2022,86.03,405.63
MFG0293,2019,83.3,433.28
MFG0382,2022,68.81,131.63
MFG0139,2020,58.89,263.88
MFG0356,2022,62.78,370.63
MFG0333,2023,63.66,384.03
MFG0491,2022,86.48,479.86
MFG0259,2019,67.06,454.51
MFG0161,2019,81.96,420.12
MFG0390,2022,70.64,258.14
MFG0178,2019,72.61,390.85
MFG0010,2019,54.71,504.16
MFG0261,2022,59.38,456.1
MFG0407,2021,86.22,343.82
MFG0138,2021,70.29,450.95
MFG0172,2020,75.31,328.68
MFG0386,2019,91.87,329.84
MFG0013,2022,70.6,284.17
MFG0168,2019,69.97,168.03
MFG0130,2023,85.27,402.21
MFG0084,2019,72.14,296.86
MFG0321,2019,75.52,321.44
MFG0319,2021,82.96,358.08
MFG0101,2022,72.0,249.21
MFG0329,2019,80.66,395.19
MFG0273,2021,70.73,292.36
MFG0265,2020,82.79,296.37
MFG0459,2021,76.63,-10.57
MFG0399,2021,69.52,322.52
MFG0408,2021,72.82,214.04
MFG0038,2019,45.11,271.53
MFG0419,2019,85.13,230.22
MFG0094,2020,58.2,236.6
MFG0095,2023,60.24,284.8
MFG0305,2023,67.18,356.19
MFG0069,2023,52.28,456.9
MFG0318,2020,77.14,323.01
MFG0444,2023,75.97,261.4
MFG0236,2023,66.65,275.24
MFG0434,2021,64.54,402.18
MFG0334,2019,64.37,349.88
MFG0373,2019,78.76,181.37
MFG0376,2021,54.47,236.84
MFG0459,2021,67.5,308.43
MFG0137,2021,55.18,284.1
MFG0418,2019,80.46,246.46
MFG0076,2023,68.3,282.65
MFG0483,2021,78.01,329.8
MFG0035,2020,85.74,340.19
MFG0001,2021,85.93,305.88
MFG0296,2022,60.76,393.87
MFG0320,2021,75.4,346.76
MFG0406,2019,84.34,199.81
MFG0060,2021,79.66,267.84
MFG0320,2022,80.75,287.73
MFG0349,2020,52.38,285.97
MFG0328,2023,79.49,222.52
MFG0267,2021,63.28,246.82
MFG0361,2022,79.31,391.88
MFG0229,2022,79.07,202.86
MFG0270,2020,78.49,272.29
MFG0316,2019,70.78,426.71
MFG0286,2021,86.48,294.41
MFG0291,2022,77.61,540.7
MFG0213,2020,75.54,463.2
MFG0165,2023,61.72,84.44
MFG0005,2022,76.36,192.59
MFG0339,2020,93.77,307.77
MFG0379,2019,56.71,269.85
MFG0078,2019,80.03,371.82
MFG0410,2022,81.42,366.02
MFG0062,2022,90.98,150.17
MFG0132,2021,79.98,417.65
MFG0089,2020,72.12,493.59
MFG0237,2022,76.65,164.23
MFG0042,2021,69.05,262.56
MFG0089,2021,85.41,268.06
MFG0402,2022,54.96,425.37
MFG0296,2019,66.63,451.55
MFG0328,2020,76.91,256.89
MFG0295,2020,84.88,254.22
MFG0104,2019,71.85,401.66
MFG0014,2022,63.39,279.18
MFG0288,2020,69.68,322.78
MFG0179,2022,67.96,395.95
MFG0125,2022,68.47,373.26
MFG0422,2021,67.21,329.13
MFG0353,2019,67.22,169.02
MFG0023,2022,53.12,360.22
MFG0063,2023,75.3,399.35
MFG0143,2019,79.42,375.43
MFG0481,2020,88.48,162.73
MFG0153,2021,81.46,382.05
MFG0145,2020,80.9,229.41
MFG0225,2020,75.26,59.78
MFG0495,2019,52.61,284.56
MFG0450,2020,75.08,185.39
MFG0462,2022,73.24,299.8
MFG0309,2020,83.33,175.23
MFG0104,2021,78.24,278.89
MFG0104,2021,70.57,137.63
MFG0435,2023,93.54,232.44
MFG0039,2021,81.33,333.63
MFG0435,2020,75.74,476.97
MFG0198,2021,77.01,272.02
MFG0134,2019,72.67,298.66
MFG0067,2021,72.18,379.82
MFG0391,2022,48.13,340.54
MFG0179,2019,61.93,345.62
MFG0456,2023,66.05,369.88
MFG0042,2022,76.96,261.91
MFG0448,2020,53.83,221.25
MFG0015,2020,66.27,327.91
MFG0111,2020,64.86,66.97
MFG0157,2022,73.28,94.65
MFG0289,2022,76.98,449.55
MFG0478,2022,64.9,413.54
MFG0231,2019,65.69,232.04
MFG0411,2019,64.52,176.98
MFG0420,2020,67.71,354.24
MFG0157,2021,71.44,370.32
MFG0038,2020,86.47,210.78
MFG0441,2023,60.86,287.34
MFG0097,2019,91.26,119.79
MFG0485,2022,58.43,256.09
MFG0411,2019,82.5,276.4
MFG0439,2022,66.77,316.26
MFG0289,2023,61.98,521.57
MFG0254,2023,86.49,182.09
MFG0196,2019,72.9,450.22
MFG0086,2022,72.48,241.83
MFG0322,2023,68.95,231.68
MFG0010,2020,65.6,404.44
MFG0005,2020,70.05,230.18
MFG0123,2022,36.5,210.92
MFG0330,2019,51.61,360.84
MFG0353,2023,76.32,347.24
MFG0118,2019,85.01,247.07
MFG0294,2020,87.0,479.68
MFG0397,2023,61.47,249.84
MFG0159,2019,74.12,140.68
MFG0303,2021,47.87,182.66
MFG0228,2022,68.13,179.55
MFG0365,2022,81.06,262.49
MFG0216,2021,71.81,443.03
MFG0436,2020,68.35,118.38
MFG0184,2023,71.85,470.02
MFG0015,2022,86.11,228.87
MFG0157,2021,69.31,241.1
MFG0136,2021,72.8,219.28
MFG0261,2020,88.71,246.11
MFG0157,2020,69.49,273.38
MFG0047,2019,54.0,284.81
MFG0324,2022,87.05,326.7
MFG0332,2019,83.17,88.01
MFG0173,2021,47.62,283.86
MFG0130,2023,70.57,346.93
MFG0411,2023,71.76,291.51
MFG0095,2020,87.06,271.06
MFG0115,2023,71.84,247.38
MFG0243,2023,73.83,404.43
MFG0420,2023,74.17,346.13
MFG0292,2021,66.87,277.07
MFG0282,2023,86.27,350.7
MFG0299,2023,63.29,391.54
MFG0283,2023,66.66,161.99
MFG0069,2019,71.93,349.31
MFG0148,2021,57.28,214.9
MFG0011,2020,91.42,428.27
MFG0254,2019,71.99,203.58
MFG0330,2022,81.07,296.5
MFG0360,2021,61.47,326.64
MFG0038,2021,79.83,113.52
MFG0134,2022,80.76,90.67
MFG0200,2022,82.35,257.25
MFG0023,2022,92.95,467.09
MFG0303,2020,65.86,280.85
MFG0346,2023,69.95,347.3
MFG0302,2021,62.7,-12.52
MFG0363,2023,70.94,383.03
MFG0396,2023,79.31,348.89
MFG0218,2022,78.71,365.5
MFG0141,2020,90.05,303.93
MFG0104,2019,77.39,172.02
MFG0446,2020,72.01,224.2
MFG0210,2023,59.99,208.86
MFG0473,2020,81.53,354.28
MFG0481,2022,70.28,276.56
MFG0111,2019,81.78,382.66
MFG0104,2022,67.33,362.16
MFG0316,2019,85.21,475.49
MFG0171,2023,76.25,310.64
MFG0460,2019,82.91,277.33
MFG0492,2019,76.24,309.33
MFG0356,2019,61.82,32.98
MFG0496,2020,67.98,262.58
MFG0324,2020,57.92,360.77
MFG0133,2023,74.03,269.98
MFG0376,2019,55.91,274.58
MFG0293,2021,75.23,269.17
MFG0328,2023,32.19,457.67
MFG0127,2019,80.91,326.4
MFG0106,2019,59.86,283.43
MFG0497,2020,61.51,541.3
MFG0092,2023,87.09,167.59
MFG0287,2019,75.52,230.62
MFG0378,2019,81.31,190.52
MFG0393,2023,60.94,221.8
MFG0051,2021,82.58,423.41
MFG0029,2023,70.49,198.12
MFG0462,2023,73.29,301.57
MFG0296,2021,88.39,345.91
MFG0297,2023,59.21,367.64
MFG0214,2019,82.04,232.57
MFG0267,2023,76.24,354.63
MFG0407,2021,69.66,252.42
MFG0257,2022,59.96,299.51
MFG0302,2023,69.53,191.0
MFG0101,2020,63.0,167.39
MFG0405,2019,85.06,333.79
MFG0346,2019,73.01,537.28
MFG0110,2020,64.55,265.85
MFG0420,2020,56.19,295.75
MFG0182,2023,66.91,360.34
MFG0471,2020,85.6,405.39
MFG0313,2022,73.23,410.47
MFG0001,2021,70.02,353.36
MFG0319,2020,90.69,282.46
MFG0438,2020,67.44,367.95
MFG0055,2022,63.11,339.1
MFG0371,2019,76.44,293.94
MFG0424,2019,76.62,391.26
MFG0399,2023,65.55,342.71
MFG0149,2022,63.23,230.02
MFG0431,2021,87.92,193.49
MFG0457,2021,67.24,140.92
MFG0309,2022,56.03,205.81
MFG0137,2021,74.12,303.07
MFG0202,2019,81.84,402.5
MFG0436,2021,69.9,288.37
MFG0313,2021,77.91,329.53
MFG0117,2022,60.48,360.14
MFG0154,2022,78.91,178.43
MFG0425,2021,61.49,256.77
MFG0291,2020,75.36,183.67
MFG0063,2022,80.44,266.32
MFG0244,2023,73.09,326.51
MFG0025,2023,58.41,307.84
MFG0090,2019,58.89,217.67
MFG0075,2021,89.52,354.55
MFG0294,2020,63.55,326.29
MFG0386,2019,80.42,342.86
MFG0391,2021,73.3,315.56
MFG0210,2022,60.96,224.87
MFG0475,2023,66.14,178.66
MFG0418,2020,90.7,338.87
MFG0347,2023,110.39,342.4
MFG0017,2022,68.51,307.69
MFG0128,2021,67.75,510.45
MFG0427,2022,53.98,254.13
MFG0443,2022,53.85,334.35
MFG0364,2023,62.57,311.21
MFG0251,2020,67.1,296.65
MFG0179,2022,71.72,193.53
MFG0182,2023,79.59,273.02
MFG0152,2020,74.43,396.35
MFG0025,2021,79.77,358.99
MFG0455,2021,65.25,385.23
MFG0180,2019,71.22,239.15
MFG0198,2023,67.99,392.53
MFG0344,2020,58.07,190.53
MFG0161,2022,50.29,280.4
MFG0177,2021,64.64,198.14
MFG0285,2020,44.71,477.38
MFG0063,2023,59.54,316.14
MFG0491,2019,78.0,394.64
MFG0150,2021,73.98,340.18
MFG0154,2020,72.24,353.35
MFG0156,2020,84.99,195.55
MFG0370,2020,63.99,293.63
MFG0469,2023,79.5,191.87
MFG0049,2023,63.12,253.28
MFG0455,2023,75.05,302.43
MFG0337,2022,73.69,206.17
MFG0084,2020,74.28,169.98
MFG0361,2021,67.75,177.53
MFG0177,2023,75.51,361.57
MFG0148,2023,76.37,266.58
MFG0118,2020,56.26,169.19
MFG0342,2023,81.33,291.88
MFG0476,2022,58.4,369.01
MFG0063,2022,62.35,285.24
MFG0189,2023,74.66,154.18
MFG0360,2020,78.58,278.34
MFG0049,2020,74.42,215.23
MFG0327,2020,75.58,320.29
MFG0257,2019,59.5,258.04
MFG0224,2023,66.24,316.38
