Firm_ID,Year,Industry_Type,ESG_Score,E_Score,S_Score,G_Score,ROA,ROE,Net_Profit_Margin,Revenue,Operating_Cost,Firm_Size,Board_Independence,Innovation_Spending
MFG0075,2022,Automobile,73.40666666666667,79.53,69.19,71.5,7.09,20.39,5.45,341.36,139.01,1084.4,71.27,3.17
MFG0004,2022,Automobile,64.7,79.26,50.29,64.55,8.86,10.43,6.42,357.39,305.82,1120.8,73.57,5.79
MFG0335,2023,Textile,78.52666666666669,83.79,82.31,69.48,5.63,9.53,7.85,129.33,25.8,447.3,56.57,3.13
MFG0134,2019,Heavy Machinery,67.63,76.3,63.83,62.76,5.04,12.52,10.58,280.93,187.62,1521.75,60.99,2.11
MFG0118,2022,Automobile,69.19333333333334,78.01,72.04,57.53,1.8,18.67,10.71,367.18,331.08,1176.87,74.26,4.5
MFG0369,2019,Textile,70.21333333333332,87.78,53.07,69.79,7.83,5.58,7.45,296.66,215.41,2042.4,68.45,2.64
MFG0094,2019,Electronics,63.42333333333334,70.52,61.22,58.53,5.39,14.46,5.74,243.05,222.22,1388.48,76.4,4.75
MFG0486,2023,Heavy Machinery,64.97666666666667,78.66,54.53,61.74,9.56,12.65,13.62,348.92,282.23,1314.78,84.19,2.11
MFG0435,2019,Electronics,56.400000000000006,60.42,53.57,55.21,8.28,16.49,10.2,432.58,262.21,942.86,55.4,2.65
MFG0062,2020,Automobile,66.42333333333333,72.87,68.88,57.52,9.96,15.68,9.59,330.76,211.03,1025.51,52.83,2.96
MFG0441,2020,Heavy Machinery,80.70666666666666,96.85,73.1,72.17,4.82,16.48,11.09,94.95,94.95,1440.75,76.67,4.07
MFG0194,2021,Textile,72.47333333333333,80.96,63.08,73.38,7.51,15.96,7.14,430.72,230.34,1117.02,80.83,3.02
MFG0335,2023,Automobile,66.61666666666667,71.05,55.07,73.73,7.47,25.21,13.21,182.36,182.36,992.03,67.97,2.96
MFG0203,2021,Heavy Machinery,68.39666666666666,74.91,56.52,73.76,5.76,21.14,11.73,192.12,192.12,1766.77,65.76,4.16
MFG0392,2020,Heavy Machinery,68.42666666666668,71.77,71.34,62.17,10.08,17.3,9.15,335.38,25.66,1311.81,73.87,4.67
MFG0026,2021,Electronics,71.29,74.55,69.0,70.32,8.95,12.06,9.81,336.73,162.45,1438.2,72.06,3.21
MFG0435,2023,Automobile,70.83999999999999,67.61,71.49,73.42,12.08,12.5,9.28,244.28,172.82,1107.81,69.61,2.5
MFG0173,2023,Textile,72.49666666666667,77.44,82.03,58.02,8.74,18.6,14.0,382.92,272.7,1565.93,82.75,4.95
MFG0300,2019,Textile,72.52,77.83,73.18,66.55,11.67,18.75,11.29,307.19,307.19,1040.9,56.94,3.35
MFG0133,2022,Automobile,69.24333333333333,72.07,71.68,63.98,11.62,10.6,11.63,154.39,70.72,1557.13,77.25,3.92
MFG0326,2019,Automobile,70.96333333333334,73.54,89.32,50.03,5.77,6.0,10.21,207.71,186.72,1065.5,79.65,3.03
MFG0410,2023,Pharmaceuticals,69.63,75.75,65.53,67.61,3.33,6.67,10.0,277.82,277.82,1690.45,86.05,3.12
MFG0118,2020,Electronics,71.64333333333333,66.2,89.45,59.28,11.22,18.69,15.64,311.41,80.81,1593.26,87.8,3.03
MFG0324,2020,Automobile,77.18666666666667,77.34,80.81,73.41,8.73,19.44,8.91,252.97,250.67,1074.31,70.31,4.33
MFG0275,2019,Automobile,68.26666666666667,80.58,65.32,58.9,8.3,14.07,10.66,122.29,122.29,1882.55,67.35,4.69
MFG0212,2023,Pharmaceuticals,76.99333333333333,88.11,75.24,67.63,5.88,15.3,16.18,236.44,236.44,1243.54,70.16,2.99
MFG0225,2020,Pharmaceuticals,69.15333333333334,75.5,66.06,65.9,7.99,21.13,13.98,372.51,130.06,1717.07,79.3,3.11
MFG0020,2023,Heavy Machinery,57.39333333333334,65.89,55.07,51.22,9.54,22.06,11.14,312.92,216.76,864.19,50.69,4.73
MFG0113,2020,Textile,67.08,70.87,67.93,62.44,8.65,16.72,5.47,398.85,123.85,1411.64,56.97,5.4
MFG0140,2023,Electronics,60.69666666666666,59.43,54.8,67.86,5.47,13.91,16.51,384.67,308.58,1320.53,86.31,4.07
MFG0047,2021,Heavy Machinery,74.42999999999999,80.0,70.1,73.19,10.86,12.27,9.28,133.01,133.01,1083.99,57.82,3.85
MFG0001,2023,Automobile,63.23,49.34,75.2,65.15,7.31,12.87,10.25,239.8,223.0,1489.14,59.14,5.43
MFG0090,2023,Pharmaceuticals,73.85666666666667,83.27,66.05,72.25,8.7,10.9,13.1,374.96,374.96,1591.78,87.58,3.75
MFG0142,2019,Textile,74.66000000000001,84.6,70.08,69.3,9.1,16.61,9.38,355.86,310.21,1361.77,61.77,3.75
MFG0320,2021,Heavy Machinery,59.75333333333333,39.76,69.93,69.57,12.33,13.47,10.64,355.32,78.53,1318.79,61.62,3.03
MFG0038,2022,Textile,77.18333333333334,86.03,75.6,69.92,8.04,10.72,10.19,405.63,195.7,1280.48,86.95,4.2
MFG0293,2019,Pharmaceuticals,71.63666666666667,83.3,68.81,62.8,6.87,18.52,8.91,433.28,225.27,1358.07,65.0,2.88
MFG0382,2022,Heavy Machinery,63.690000000000005,68.81,65.17,57.09,11.78,16.21,11.05,131.63,131.63,1440.85,69.76,3.08
MFG0139,2020,Heavy Machinery,70.54666666666667,58.89,75.19,77.56,9.77,15.03,8.1,263.88,251.07,1425.77,72.42,3.23
MFG0356,2022,Textile,67.78666666666668,62.78,69.43,71.15,7.77,13.36,6.59,370.63,269.25,1382.75,84.73,4.08
MFG0333,2023,Pharmaceuticals,58.96333333333333,63.66,48.78,64.45,7.61,15.83,11.62,384.03,366.67,1067.59,53.1,3.21
MFG0491,2022,Automobile,73.75666666666666,86.48,64.85,69.94,2.1,12.61,13.76,479.86,182.62,1503.67,60.43,4.4
MFG0259,2019,Heavy Machinery,66.19666666666667,67.06,63.35,68.18,6.78,25.08,7.77,454.51,279.46,1373.45,73.48,2.54
MFG0161,2019,Automobile,69.82,81.96,69.33,58.17,3.49,23.13,8.42,420.12,205.45,1317.01,67.38,3.17
MFG0390,2022,Pharmaceuticals,67.10000000000001,70.64,68.36,62.3,0.33,10.73,10.01,258.14,258.14,1134.47,61.13,3.62
MFG0178,2019,Heavy Machinery,66.22333333333334,72.61,50.45,75.61,5.51,12.96,10.02,390.85,251.3,1497.17,66.39,3.69
MFG0010,2019,Heavy Machinery,58.080000000000005,54.71,54.57,64.96,3.55,10.41,4.08,504.16,223.25,588.48,88.65,4.24
MFG0261,2022,Automobile,62.26666666666667,59.38,59.42,68.0,6.11,6.5,8.73,456.1,199.08,1183.61,50.84,2.61
MFG0407,2021,Electronics,76.62666666666667,86.22,68.58,75.08,7.77,20.83,15.39,343.82,150.38,1083.77,55.88,3.56
MFG0138,2021,Automobile,70.96,70.29,77.66,64.93,8.27,13.4,14.19,450.95,289.33,1057.59,50.75,2.54
MFG0172,2020,Automobile,62.14333333333334,75.31,53.57,57.55,6.73,9.62,15.11,328.68,154.34,1121.64,73.74,4.15
MFG0386,2019,Electronics,73.24333333333333,91.87,61.95,65.91,3.78,7.07,11.85,329.84,70.7,890.55,50.52,3.05
MFG0013,2022,Pharmaceuticals,66.23,70.6,67.56,60.53,6.7,14.89,8.4,284.17,143.14,1096.63,68.16,4.33
MFG0168,2019,Pharmaceuticals,61.153333333333336,69.97,59.62,53.87,4.34,15.43,10.77,168.03,168.03,847.23,84.37,3.52
MFG0130,2023,Heavy Machinery,75.16000000000001,85.27,68.79,71.42,10.51,15.65,11.8,402.21,122.26,1324.34,53.89,3.62
MFG0084,2019,Textile,69.61666666666667,72.14,73.76,62.95,6.63,18.28,9.01,296.86,155.59,1482.61,64.61,6.16
MFG0321,2019,Textile,59.276666666666664,75.52,61.19,41.12,4.15,17.59,4.83,321.44,68.74,1515.41,65.12,4.51
MFG0319,2021,Heavy Machinery,73.64666666666666,82.96,70.95,67.03,4.37,8.85,12.72,358.08,153.81,1364.6,64.49,4.19
MFG0101,2022,Textile,68.7,72.0,66.97,67.13,7.02,9.65,8.65,249.21,249.21,1031.72,79.1,3.52
MFG0329,2019,Automobile,72.97666666666667,80.66,57.66,80.61,7.15,17.9,11.88,395.19,169.35,868.35,50.18,3.15
MFG0273,2021,Automobile,67.47666666666667,70.73,66.73,64.97,6.52,11.53,5.26,292.36,211.34,1004.7,81.2,3.03
MFG0265,2020,Electronics,76.14666666666666,82.79,72.11,73.54,9.48,8.13,8.08,296.37,296.37,1104.93,83.56,4.9
MFG0459,2021,Electronics,75.83999999999999,76.63,80.72,70.17,4.6,8.51,11.16,-10.57,-10.57,1010.86,67.26,2.91
MFG0399,2021,Heavy Machinery,70.86666666666666,69.52,82.8,60.28,9.51,17.75,11.89,322.52,243.34,1928.64,85.49,4.08
MFG0408,2021,Heavy Machinery,67.83333333333333,72.82,62.89,67.79,6.77,17.68,12.25,214.04,143.64,1411.47,65.24,2.95
MFG0038,2019,Heavy Machinery,57.046666666666674,45.11,62.35,63.68,9.16,14.51,9.79,271.53,238.13,1373.76,77.79,2.65
MFG0419,2019,Automobile,70.99666666666667,85.13,68.36,59.5,5.44,10.23,10.58,230.22,230.22,1293.23,65.55,3.11
MFG0094,2020,Textile,60.73,58.2,63.12,60.87,8.95,13.75,11.17,236.6,123.32,1049.17,51.51,4.23
MFG0095,2023,Heavy Machinery,66.31333333333333,60.24,78.92,59.78,4.98,13.36,10.96,284.8,205.14,1241.3,53.34,4.58
MFG0305,2023,Heavy Machinery,67.00333333333333,67.18,68.91,64.92,11.12,12.24,11.71,356.19,126.07,1409.04,67.68,3.75
MFG0069,2023,Automobile,61.913333333333334,52.28,68.5,64.96,6.8,16.74,6.55,456.9,349.32,1489.34,89.6,3.4
MFG0318,2020,Automobile,70.51,77.14,73.79,60.6,5.92,12.08,15.59,323.01,125.61,1289.17,57.1,4.09
MFG0444,2023,Automobile,69.58,75.97,69.44,63.33,4.07,16.16,9.45,261.4,163.7,1428.83,85.82,3.36
MFG0236,2023,Textile,62.46333333333334,66.65,70.75,49.99,7.42,15.34,9.72,275.24,127.24,1056.07,86.78,3.15
MFG0434,2021,Heavy Machinery,63.94666666666668,64.54,70.37,56.93,6.63,8.23,9.13,402.18,109.4,728.77,66.39,2.64
MFG0334,2019,Pharmaceuticals,64.57666666666667,64.37,66.7,62.66,3.66,21.97,10.7,349.88,227.37,1594.53,68.47,4.62
MFG0373,2019,Pharmaceuticals,72.33666666666667,78.76,59.88,78.37,5.16,16.31,5.67,181.37,181.37,1021.54,70.11,3.01
MFG0376,2021,Heavy Machinery,69.45666666666666,54.47,83.83,70.07,2.11,7.63,8.54,236.84,236.84,1020.29,80.82,2.58
MFG0459,2021,Heavy Machinery,61.51,67.5,59.85,57.18,4.18,8.25,4.28,308.43,269.7,936.6,54.95,3.32
MFG0137,2021,Heavy Machinery,71.99666666666667,55.18,82.89,77.92,6.69,20.34,8.6,284.1,85.48,1292.59,63.15,4.42
MFG0418,2019,Heavy Machinery,72.17333333333333,80.46,71.07,64.99,7.88,14.72,10.47,246.46,244.15,1038.5,56.83,4.26
MFG0076,2023,Textile,62.27,68.3,62.59,55.92,6.19,16.24,11.71,282.65,146.98,1646.43,85.14,3.35
MFG0483,2021,Pharmaceuticals,71.79,78.01,72.99,64.37,8.18,15.55,9.82,329.8,231.51,1638.45,52.82,3.09
MFG0035,2020,Electronics,77.89666666666666,85.74,75.07,72.88,4.6,18.35,10.86,340.19,246.7,1316.35,79.91,5.75
MFG0001,2021,Pharmaceuticals,75.10666666666667,85.93,83.46,55.93,8.11,18.53,4.94,305.88,199.29,990.33,67.59,2.77
MFG0296,2022,Pharmaceuticals,57.876666666666665,60.76,56.16,56.71,6.81,10.49,10.47,393.87,325.33,1757.81,78.58,3.55
MFG0320,2021,Automobile,73.86333333333333,75.4,66.74,79.45,6.48,16.01,13.77,346.76,105.37,1546.29,85.6,2.89
MFG0406,2019,Heavy Machinery,77.36666666666667,84.34,80.39,67.37,6.99,8.38,11.39,199.81,129.93,1000.26,63.59,4.41
MFG0060,2021,Heavy Machinery,71.86999999999999,79.66,74.72,61.23,5.5,9.65,7.76,267.84,239.52,1327.08,59.08,4.43
MFG0320,2022,Heavy Machinery,72.42333333333333,80.75,72.37,64.15,3.16,12.79,10.51,287.73,287.73,1286.29,76.01,2.51
MFG0349,2020,Automobile,66.99,52.38,81.31,67.28,4.39,7.2,14.09,285.97,144.69,1376.77,89.9,3.75
MFG0328,2023,Textile,69.77333333333333,79.49,66.38,63.45,3.47,10.89,11.71,222.52,214.78,1244.39,79.18,1.19
MFG0267,2021,Textile,61.833333333333336,63.28,46.42,75.8,6.43,5.31,11.79,246.82,246.82,1206.94,81.82,3.66
MFG0361,2022,Electronics,69.93333333333334,79.31,64.7,65.79,8.71,13.92,7.64,391.88,293.29,2081.61,75.19,0.78
MFG0229,2022,Textile,78.49666666666667,79.07,86.11,70.31,10.71,20.57,8.91,202.86,202.86,1379.26,64.73,3.87
MFG0270,2020,Textile,71.61666666666667,78.49,70.69,65.67,5.85,14.13,9.79,272.29,162.45,1005.34,76.19,3.23
MFG0316,2019,Heavy Machinery,65.3,70.78,60.42,64.7,6.6,14.14,15.42,426.71,217.97,1083.78,55.14,2.13
MFG0286,2021,Pharmaceuticals,79.54333333333334,86.48,80.01,72.14,11.71,12.56,7.26,294.41,222.37,1768.85,69.55,4.07
MFG0291,2022,Textile,75.17333333333333,77.61,75.6,72.31,5.99,17.91,10.78,540.7,303.45,1115.48,72.92,3.58
MFG0213,2020,Textile,65.59666666666668,75.54,69.32,51.93,5.43,13.79,12.02,463.2,209.36,938.05,86.27,2.61
MFG0165,2023,Automobile,66.61333333333333,61.72,73.27,64.85,6.67,9.6,12.23,84.44,84.44,1236.6,86.79,4.25
MFG0005,2022,Electronics,72.2,76.36,58.84,81.4,5.94,14.68,9.25,192.59,192.59,1165.41,52.4,3.44
MFG0339,2020,Automobile,73.31333333333333,93.77,64.74,61.43,5.3,20.21,9.02,307.77,231.15,1642.0,75.28,3.93
MFG0379,2019,Heavy Machinery,64.25333333333333,56.71,67.42,68.63,3.48,8.29,15.78,269.85,209.75,1699.34,81.86,3.2
MFG0078,2019,Pharmaceuticals,77.63333333333334,80.03,77.89,74.98,10.98,10.24,9.2,371.82,205.81,1134.68,71.46,3.36
MFG0410,2022,Electronics,66.87,81.42,63.06,56.13,8.38,13.58,8.75,366.02,214.31,1472.53,53.83,5.08
MFG0062,2022,Automobile,73.58666666666666,90.98,67.77,62.01,11.04,12.6,12.79,150.17,150.17,1185.35,59.31,2.94
MFG0132,2021,Textile,71.12333333333333,79.98,80.97,52.42,9.39,15.68,10.39,417.65,90.29,983.42,62.55,3.8
MFG0089,2020,Textile,76.22666666666667,72.12,90.72,65.84,7.04,10.07,6.1,493.59,197.61,1763.72,76.51,3.81
MFG0237,2022,Electronics,68.29666666666667,76.65,60.16,68.08,2.82,11.88,12.94,164.23,164.23,1812.26,52.62,2.36
MFG0042,2021,Textile,69.48666666666666,69.05,69.26,70.15,4.73,14.21,8.81,262.56,74.92,1332.93,71.98,3.82
MFG0089,2021,Automobile,72.47666666666667,85.41,54.43,77.59,6.13,14.35,8.77,268.06,200.41,1040.06,54.36,1.91
MFG0402,2022,Automobile,62.78000000000001,54.96,67.87,65.51,4.59,24.41,17.98,425.37,175.1,934.78,65.8,5.54
MFG0296,2019,Textile,62.599999999999994,66.63,65.39,55.78,2.45,17.13,9.3,451.55,246.14,1427.74,67.02,4.92
MFG0328,2020,Textile,71.37333333333333,76.91,79.26,57.95,4.77,7.84,10.2,256.89,256.89,1629.46,68.07,1.54
MFG0295,2020,Heavy Machinery,67.07333333333334,84.88,57.44,58.9,6.51,9.94,12.74,254.22,231.67,1275.78,78.43,4.63
MFG0104,2019,Pharmaceuticals,64.90666666666667,71.85,56.21,66.66,10.97,8.55,7.2,401.66,59.0,1562.64,53.25,3.59
MFG0014,2022,Electronics,76.29333333333334,63.39,81.69,83.8,5.32,20.46,11.67,279.18,57.77,1170.61,60.73,2.03
MFG0288,2020,Automobile,65.46666666666668,69.68,62.3,64.42,8.64,9.72,12.77,322.78,6.87,1067.65,75.65,1.71
MFG0179,2022,Electronics,71.24333333333334,67.96,69.78,75.99,4.56,16.35,13.98,395.95,209.13,1313.37,87.74,3.46
MFG0125,2022,Heavy Machinery,67.74,68.47,70.66,64.09,6.44,15.95,11.98,373.26,88.51,634.11,74.83,5.16
MFG0422,2021,Automobile,61.27666666666667,67.21,60.91,55.71,6.91,8.14,6.69,329.13,32.13,1092.08,85.33,5.87
MFG0353,2019,Heavy Machinery,62.203333333333326,67.22,60.92,58.47,11.0,12.32,11.31,169.02,146.42,1484.23,88.74,3.79
MFG0023,2022,Heavy Machinery,63.47666666666667,53.12,78.14,59.17,0.32,12.94,5.96,360.22,165.38,510.39,85.36,2.5
MFG0063,2023,Textile,71.13666666666666,75.3,74.09,64.02,4.97,7.68,13.69,399.35,213.43,853.82,88.89,5.35
MFG0143,2019,Electronics,71.83999999999999,79.42,67.86,68.24,7.62,21.14,13.22,375.43,220.58,1199.36,81.08,2.57
MFG0481,2020,Electronics,71.66,88.48,66.77,59.73,8.05,14.68,10.67,162.73,162.73,881.86,85.49,3.16
MFG0153,2021,Textile,74.54333333333334,81.46,70.85,71.32,4.06,20.37,10.55,382.05,285.6,1097.23,69.66,4.18
MFG0145,2020,Electronics,75.24,80.9,71.44,73.38,6.9,22.83,9.98,229.41,196.55,629.59,63.82,4.82
MFG0225,2020,Textile,72.5,75.26,79.35,62.89,7.03,14.64,9.92,59.78,59.78,1432.39,89.99,2.36
MFG0495,2019,Automobile,64.25666666666666,52.61,67.81,72.35,10.68,15.49,12.9,284.56,192.0,1568.45,53.91,3.48
MFG0450,2020,Heavy Machinery,65.51,75.08,71.99,49.46,7.52,10.85,9.07,185.39,185.39,784.81,88.33,4.15
MFG0462,2022,Heavy Machinery,64.61,73.24,74.46,46.13,6.65,19.33,16.58,299.8,174.29,1304.41,67.23,1.09
MFG0309,2020,Electronics,76.53666666666666,83.33,74.62,71.66,5.24,13.81,10.52,175.23,175.23,1180.29,50.9,1.65
MFG0104,2021,Pharmaceuticals,73.63666666666667,78.24,81.05,61.62,8.52,12.31,13.72,278.89,272.78,1378.98,82.12,1.86
MFG0104,2021,Heavy Machinery,73.69666666666666,70.57,67.89,82.63,6.36,10.93,5.04,137.63,137.63,1682.63,67.77,3.76
MFG0435,2023,Textile,73.57,93.54,62.91,64.26,5.58,14.29,8.27,232.44,232.44,897.44,81.95,4.1
MFG0039,2021,Pharmaceuticals,67.70333333333333,81.33,64.78,57.0,4.55,16.49,12.75,333.63,244.84,1618.12,51.79,4.71
MFG0435,2020,Pharmaceuticals,76.0,75.74,73.77,78.49,6.26,14.81,10.97,476.97,127.8,1747.55,88.97,3.83
MFG0198,2021,Heavy Machinery,71.43,77.01,67.03,70.25,8.75,15.85,10.09,272.02,272.02,720.2,76.84,5.86
MFG0134,2019,Heavy Machinery,79.54666666666667,72.67,88.58,77.39,5.72,13.14,13.18,298.66,113.33,1537.25,51.92,4.13
MFG0067,2021,Heavy Machinery,66.86666666666667,72.18,68.11,60.31,7.09,16.02,16.36,379.82,229.79,982.75,50.19,4.84
MFG0391,2022,Textile,58.48666666666666,48.13,59.41,67.92,5.61,15.9,6.53,340.54,340.54,1432.26,73.76,4.46
MFG0179,2019,Pharmaceuticals,63.61000000000001,61.93,70.9,58.0,7.43,18.86,13.0,345.62,290.59,1005.22,89.06,3.77
MFG0456,2023,Electronics,66.30999999999999,66.05,81.85,51.03,7.21,17.23,8.67,369.88,163.98,1074.85,70.96,5.11
MFG0042,2022,Textile,69.52,76.96,60.66,70.94,5.03,14.62,12.56,261.91,261.91,1045.96,64.16,4.17
MFG0448,2020,Automobile,58.526666666666664,53.83,60.4,61.35,9.08,15.66,8.64,221.25,221.25,951.86,87.56,2.91
MFG0015,2020,Heavy Machinery,63.206666666666656,66.27,66.32,57.03,3.36,9.39,11.59,327.91,154.69,1465.15,89.36,3.7
MFG0111,2020,Pharmaceuticals,60.31333333333333,64.86,62.19,53.89,9.84,19.11,11.86,66.97,66.97,1385.56,81.38,3.18
MFG0157,2022,Textile,65.19666666666666,73.28,55.85,66.46,7.82,13.0,7.91,94.65,94.65,1393.1,78.72,2.73
MFG0289,2022,Automobile,65.54,76.98,54.13,65.51,8.47,13.5,8.57,449.55,202.82,1130.03,50.08,2.82
MFG0478,2022,Textile,65.37333333333333,64.9,70.09,61.13,2.87,12.09,9.43,413.54,223.4,1160.22,62.55,4.13
MFG0231,2019,Textile,66.58,65.69,74.44,59.61,6.87,10.45,5.12,232.04,232.04,1352.81,87.01,2.12
MFG0411,2019,Electronics,65.77999999999999,64.52,61.69,71.13,10.83,10.73,11.36,176.98,176.98,998.1,64.73,3.77
MFG0420,2020,Electronics,60.07333333333332,67.71,67.37,45.14,6.64,9.69,14.42,354.24,161.74,1093.05,63.38,2.99
MFG0157,2021,Textile,70.38333333333333,71.44,69.66,70.05,7.33,13.04,6.22,370.32,248.81,1517.34,71.49,2.5
MFG0038,2020,Automobile,71.08,86.47,58.05,68.72,4.14,17.33,11.97,210.78,198.59,1356.58,67.91,3.41
MFG0441,2023,Pharmaceuticals,63.916666666666664,60.86,75.73,55.16,3.4,13.91,11.03,287.34,281.38,1587.3,84.35,3.64
MFG0097,2019,Pharmaceuticals,70.23333333333333,91.26,69.91,49.53,7.58,16.65,7.93,119.79,119.79,481.02,53.27,5.54
MFG0485,2022,Heavy Machinery,66.95333333333333,58.43,72.72,69.71,5.3,15.92,16.12,256.09,218.34,1680.1,76.35,2.47
MFG0411,2019,Heavy Machinery,70.74333333333334,82.5,74.12,55.61,5.62,12.21,13.45,276.4,73.68,1517.28,77.89,3.81
MFG0439,2022,Pharmaceuticals,78.06333333333333,66.77,89.83,77.59,7.16,18.95,13.72,316.26,276.34,1522.86,85.2,3.96
MFG0289,2023,Textile,67.56666666666666,61.98,58.78,81.94,8.72,18.0,10.12,521.57,364.13,755.55,66.63,3.4
MFG0254,2023,Textile,71.62333333333332,86.49,59.97,68.41,8.31,17.28,5.46,182.09,182.09,1073.62,61.8,4.94
MFG0196,2019,Electronics,73.41333333333334,72.9,83.15,64.19,7.25,15.66,10.51,450.22,287.01,1111.78,75.06,3.75
MFG0086,2022,Electronics,69.86666666666667,72.48,73.87,63.25,9.22,12.64,9.62,241.83,241.83,1289.77,79.0,4.38
MFG0322,2023,Heavy Machinery,62.97333333333333,68.95,68.62,51.35,9.61,12.63,13.07,231.68,231.68,1772.34,56.84,2.87
MFG0010,2020,Pharmaceuticals,64.00333333333334,65.6,63.7,62.71,6.67,13.88,8.23,404.44,175.46,1301.02,56.33,2.26
MFG0005,2020,Textile,65.76333333333332,70.05,65.91,61.33,11.17,19.51,14.0,230.18,199.74,1591.27,60.54,3.31
MFG0123,2022,Pharmaceuticals,54.166666666666664,36.5,66.09,59.91,4.28,18.47,8.14,210.92,210.92,1657.42,59.92,3.3
MFG0330,2019,Automobile,58.096666666666664,51.61,54.55,68.13,3.17,8.23,12.12,360.84,208.85,1446.37,80.03,3.15
MFG0353,2023,Pharmaceuticals,73.04333333333334,76.32,76.76,66.05,10.46,15.04,7.76,347.24,145.99,1306.58,71.23,3.78
MFG0118,2019,Automobile,68.73333333333333,85.01,49.9,71.29,5.25,4.05,9.89,247.07,98.38,1610.91,71.91,3.04
MFG0294,2020,Electronics,69.60333333333334,87.0,60.36,61.45,0.32,12.23,6.0,479.68,152.83,765.97,50.59,3.06
MFG0397,2023,Electronics,65.13333333333333,61.47,64.11,69.82,6.19,11.29,10.22,249.84,249.84,1428.7,89.77,4.95
MFG0159,2019,Heavy Machinery,75.49000000000001,74.12,87.29,65.06,10.07,16.22,6.98,140.68,140.68,1698.7,83.19,2.53
MFG0303,2021,Pharmaceuticals,61.576666666666675,47.87,67.09,69.77,6.23,9.65,11.66,182.66,159.16,1282.44,67.75,4.84
MFG0228,2022,Pharmaceuticals,67.78666666666666,68.13,70.85,64.38,2.56,7.89,12.09,179.55,179.55,1414.65,52.68,4.35
MFG0365,2022,Automobile,73.46,81.06,60.1,79.22,6.28,12.0,9.97,262.49,246.02,1544.79,77.77,4.64
MFG0216,2021,Electronics,64.36666666666666,71.81,75.82,45.47,6.54,13.97,8.04,443.03,71.31,1124.6,71.4,4.64
MFG0436,2020,Automobile,77.64,68.35,94.57,70.0,6.16,7.04,11.22,118.38,118.38,2140.59,77.1,3.39
MFG0184,2023,Electronics,72.03999999999999,71.85,72.42,71.85,5.2,18.55,12.85,470.02,100.99,874.7,77.1,2.82
MFG0015,2022,Automobile,68.65333333333334,86.11,64.98,54.87,5.32,13.19,9.49,228.87,228.87,672.48,56.19,3.19
MFG0157,2021,Electronics,66.20666666666666,69.31,49.71,79.6,8.82,14.1,8.71,241.1,210.56,1444.92,63.15,3.49
MFG0136,2021,Automobile,70.74,72.8,74.24,65.18,5.55,18.41,6.22,219.28,205.98,1047.2,50.71,2.33
MFG0261,2020,Electronics,70.61333333333333,88.71,59.13,64.0,7.4,11.07,10.65,246.11,205.57,1284.61,89.29,3.91
MFG0157,2020,Automobile,66.22,69.49,61.2,67.97,7.39,19.93,13.18,273.38,130.41,1312.76,82.26,3.09
MFG0047,2019,Pharmaceuticals,67.49666666666666,54.0,76.39,72.1,5.46,14.02,14.29,284.81,261.44,1363.4,87.15,3.68
MFG0324,2022,Heavy Machinery,72.28333333333333,87.05,63.74,66.06,5.12,17.17,10.71,326.7,326.7,834.58,51.77,3.31
MFG0332,2019,Automobile,72.04333333333334,83.17,67.15,65.81,7.17,15.78,5.8,88.01,88.01,1004.51,70.01,4.43
MFG0173,2021,Heavy Machinery,64.69,47.62,74.75,71.7,2.87,16.75,8.59,283.86,283.86,1569.64,79.9,4.04
MFG0130,2023,Pharmaceuticals,68.32333333333334,70.57,61.65,72.75,11.98,14.3,13.51,346.93,211.06,1064.16,54.15,2.89
MFG0411,2023,Pharmaceuticals,65.28333333333333,71.76,56.4,67.69,5.57,12.13,12.47,291.51,158.92,1189.72,81.08,3.59
MFG0095,2020,Electronics,70.62,87.06,72.18,52.62,6.02,21.76,6.9,271.06,271.06,1049.89,75.9,1.33
MFG0115,2023,Heavy Machinery,67.82666666666667,71.84,74.79,56.85,8.84,13.92,15.93,247.38,90.31,1365.61,89.4,3.05
MFG0243,2023,Textile,70.10333333333334,73.83,62.8,73.68,6.58,9.61,6.75,404.43,106.21,1091.39,55.63,3.77
MFG0420,2023,Electronics,66.43666666666667,74.17,62.36,62.78,5.96,19.88,8.83,346.13,346.13,1704.22,75.17,2.54
MFG0292,2021,Heavy Machinery,61.72666666666667,66.87,58.1,60.21,3.66,12.76,11.51,277.07,187.74,980.48,87.89,4.26
MFG0282,2023,Automobile,76.40333333333332,86.27,74.42,68.52,7.25,7.11,9.76,350.7,315.32,784.67,79.75,2.2
MFG0299,2023,Automobile,72.03,63.29,85.27,67.53,5.63,10.7,9.02,391.54,210.59,853.43,63.45,3.81
MFG0283,2023,Pharmaceuticals,68.76333333333334,66.66,76.38,63.25,12.2,6.17,10.04,161.99,17.0,1558.15,54.77,3.35
MFG0069,2019,Textile,70.02,71.93,67.18,70.95,6.49,10.89,13.08,349.31,274.41,849.98,88.55,4.59
MFG0148,2021,Automobile,62.19666666666668,57.28,74.45,54.86,1.33,21.03,15.77,214.9,214.9,804.79,52.88,2.94
MFG0011,2020,Heavy Machinery,67.69,91.42,60.51,51.14,9.38,15.84,10.91,428.27,160.2,1442.45,89.01,3.32
MFG0254,2019,Heavy Machinery,73.44333333333333,71.99,71.32,77.02,4.5,13.98,8.11,203.58,203.58,1753.31,62.14,4.83
